SMILES Labelled,ConBase_pKa,Reference
[NH:10]=C(\c1ccccc1)/c1cccc(O)c1,6.92,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)c1ccc(C(c2ccccc2)(c(cc2)ccc2N(C)C)O)cc1,6.93,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CC[NH3+])CC(C)O,6.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C=N1)c2cccnc2S1(=O)=O,6.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cc1)n[n]1-c(cc1)ccc1[N+]([O-])=O)S(c(cc1)ccc1N)(=O)=O,6.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cc1)ccc1C(C)=O)S(c1ccccc1)(=O)=O,6.94,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C=Cc1nnn[n]11)C1=O,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1C(C)(C)CCC1C1[NH2+]C(C)(C)CC1,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cccnc1C=O,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(CCONC(N)=O)C(OC)=O,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)[nH]c(cc2)c1cc2N,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CCC#N)C(C)Cc1ccccc1,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c1c2)c(ccc(Cl)c3)c3cc1ccc2N,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c(C[NH+](C)C)c(C([O-])=O)c(C[NH+](C)C)c1O)c1O,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCNc(c(Cc2ccccc2)c2)nnc2-c2ccccc2)CCOCC1,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
Nc1cc(Cl)c(S([N-:10]c2sccn2)(=O)=O)cc1,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1N,6.95,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c([S-])[n+]1C)ccc1[S-],6.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1c(N)c2)c1c(O)c2N,6.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCC[NH+](CC=C)CC=C)(CC=C)CC=C,6.96,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10][C@@H](C[C@H](CCCC1)[C@@H]1C1)[C@H]1[NH3+],6.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]1CC[NH2+]CCNCC1,6.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]cc1CCOC(C)=O,6.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)cc(N)nc1NCC[NH+](CC)CC,6.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
Cc1c(C)sc([N-:10]S(c2ccc(N)cc2)(=O)=O)n1,6.97,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC1)(CCC1C1)C1Cl,6.98,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC(CN2CCOCC2)O)CCOCC1,6.98,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC(C(CC)=O)(c2ccccc2)c2ccccc2)CCOCC1,6.98,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c2c(C([O-])=O)cccc2ccc1,6.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)c(ccc([N+]([O-])=O)c2)c2c1NCCC[NH+](C)C,6.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCNc(c(CO)c2)nnc2-c2ccccc2)CCOCC1,6.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C)c(C[C@@H](CO2)[C@H](CC)C2=O)c1,6.99,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCC)(CCC)N,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)CCBr,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(C[NH3+])cc(C)cc1C[NH3+],7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)[n](C)c(cc2)c1cc2N,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]c1c[n](C)c(C([O-])=O)c1,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCCl)(CCCl)C(C)C,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH-:10]C(CC(N)=O)C(N)=O,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c2ccccc2)[nH]c(C)c1C,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(Cc1ccccc1)C(OC)=O,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]=C(/N)\Nc1nc(N)nc(NC(N)=[NH2+])n1,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c1ccccc11)c(cccc2)c2c1OC,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(Cc2ccccc2)[n](C(C(C)(C)S)C([O-])=O)cc1,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)[C@H]([C@@H](C)O[C@@H]([C@@H]1O)O[C@@H](CC2)[C@@H](C)O[C@H]2N(C=CC(N)=N2)C2=O)[C@@H]1O,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC=C)C[C@H](C2)c3cccc([O-])[n+]3C[C@H]2C1,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]P(COCC[n]1c2ncnc(N)c2nc1)([O-])=O,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
Cc1c(N)ccc(S([N-:10]c2sccn2)(=O)=O)c1,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(CCCCCCCC([O-])=O)cccc1C,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cc1)n[n]1-c(cccc1)c1[N+]([O-])=O)S(c(cc1)ccc1N)(=O)=O,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)[C@H]([C@@H](C)O[C@@H]([C@@H]1O)O[C@@H](CCC=O)[C@@H](C)O)[C@@H]1O,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(-c(cccc2)c2SCc2ccccc2)[nH]c(C)c1C,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c(CCC)c(-c2ccccc2)n[n]1-c1ccccc1,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)=C(C1(C)C)C(C)(C)c2c1cccc2,7,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1c2ccccc2sn1,7.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(N(C)C(N1C)=O)=CC1=O)OC(C)=O,7.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc2ccccc2cc1C1=[NH+]CCN1,7.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(N)[nH]c2cc3ccccc3cc12,7.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)CCC#N,7.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[S-:10]c1cnccc1,7.01,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cnc1nc(C)cnc11)c1[S-],7.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)[C@@H](CCC1)[C@H]1C#N,7.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CCOC(C(C)=C)=O)(CC=C)CC=C,7.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc(OC2=O)c(C=C2c3sc4ccccc4n3)cc1,7.02,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C=N1)c(nccc2)c2S1(=O)=O,7.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(COC)[nH]cc1C,7.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC[C@](C1)(C(C)(C)C)O)(C[C@H]2c3ccccc3)[C@@H]1c1c2cccc1,7.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cc1)n[n]1-c1cc([N+]([O-])=O)ccc1)S(c(cc1)ccc1N)(=O)=O,7.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)c(Cc2c(C)ccc(O)c2)cc1[N+]([O-])=O,7.03,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CC=C1)C1c1cccnc1,7.04,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(CO)[n](CCC)cc1,7.04,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]cc1C(C)c1c(C)c(C)ccc1,7.04,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c(C)ncc1CO2)c1C2=O,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CCC)N(C)CCC,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](Cc1ccccc1)(CC1)CCC1[NH3+],7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c1[nH+]cc2)cccc1c2N(C)C,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC=C)CCOCC1,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C(/C[NH+]1CCCCC1)\C(C)=O,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10][C@@H](CS)C(N[C@@H](CC(N)=O)C(O)=O)=O,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c1[nH+]c2ccccc22)cccc1c2N,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(COCCOCc2c(C([O-])=O)c(COCCOC3)ccc2)[nH]c3c1,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCNc(c(C)c2)nnc2-c2ccccc2)CCOCC1,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(C)CC#C,7.05,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(Cc1ccccc1)C(NN)=O,7.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(Cc1ccccc1)/C(\N)=N/O,7.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)c(cccc2[N+]([O-])=O)c2c1NCCCO,7.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c1nnccc1)S(c(cc1)ccc1N)(=O)=O,7.06,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC1OC1)(CC1OC1)C(C)C,7.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC(C(C)CC)=O)CCOCC1,7.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCNc(nnc(-c2ccccc2)c2)c2C([O-])=O)CCOCC1,7.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](Cc1ccccc1)C12OC3C4C1C1C5C2C3C5C4C1,7.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c(C(NCC1[NH+](CC)CCC1)=O)c(cc1)OC)c1Cl,7.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]cc1,7.07,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)NCC,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]=C(\CCC)/OCC,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc2ccc[n+](CCC)c2cc1,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]cc1CC(C([O-])=O)NC(CC[NH3+])=O,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CCc1ccc2)C(Cc3ccc4O)c1c2-c3c4O,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](C)c(CC(C([O-])=O)NC(CC[NH3+])=O)c1,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCNc(c(CC)c2)nnc2-c2ccccc2)CCOCC1,7.08,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCCCC1)N1CCCCC1,7.09,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c1cc2c[n+](C)ccc2cc1,7.09,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)c(C)c2c1c(cc(cc1)OC)c1[nH]2,7.09,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(C(CC=C)(C1=CCCCC1)C(N1)=O)=O)C1=S,7.09,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CC(F)F,7.09,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CC1)CCN1C(C)=O,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](C(C)(C)C1)C(C)(C)C1=O,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC2CC1)c1c2cccc1,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c(C)cc(C)c(CO)c1C,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)c(C)cc1[N+]([O-])=O,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]P(COCC[n]1c2[nH+]ccc(N)c2nc1)([O-])=O,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CCC(c2cc(OC)ccc2)=O)CCOCC1,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c1c(cccc2[N+]([O-])=O)c2ccc11)c(cccc2)c2c1N,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(c(C(C)=O)cc(F)c1)c1C(Nc1nnn[nH]1)=O,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]OC=O,7.1,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[nH]cc1CC(C([O-])=O)NC(C)=O,7.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(c1c2)ccc2OCC)c(CCC2)c2c1N1CCOCC1,7.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c([S-])[nH+]c([O-])c1C2=CCCCC2)c1N,7.11,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](CCCCC)cc1,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CCO)c(cc1)ccc1N,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O:10]=C(/C)\N=C1\N(C)C=CC=C\1,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)c(Cc(cc2C)cc(C)c2O)cc1[N+]([O-])=O,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c(cc1)cnc1Br)S(c(cc1)ccc1N)(=O)=O,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(CC(C)C(C(CC)=O)(c2ccccc2)c2ccccc2)CCOCC1,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](C(C(CC)(C1=CCCCC1)C(N1)=O)=O)C1=S,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
Cc1csc([N-:10]S(c2ccc(N)cc2)(=O)=O)n1,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N-:10](c1nc(OC)cc(OC)n1)S(c(cc1)ccc1N)(=O)=O,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CC[C@]1([C@H]2C=C3)c4c5ccc(OC)c4O[C@H]1[C@H]3O)[C@@H]2[C@H]5O,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10](CCO)N,7.12,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cccc1)c1NC,7.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)ccc1[N+]([O-])=O,7.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](C)(CC[C@]1([C@H]2C=C3)c4c5ccc(O)c4O[C@H]1[C@H]3O)[C@@H]2[C@H]5O,7.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]/N=C/c1[n+](COC[n+](cc2)ccc2C(N)=O)cccc1,7.13,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10]1(C)N(C)C2CCC1CC2,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10]1c[n](CCCC)cc1,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]c(cc1)cc(O2)c1C(O)=CC2=O,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH:10]=C(\Nc1ccccc1)/SC,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c1ccc(cccc2)c2c1c(C)c1)c1N,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](c(c1c2)ccc2OC)c(CCC2)c2c1N1CCOCC1,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CC[NH3+],7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]CC(C)[NH3+],7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[N:10](CC)(CC)NC,7.14,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[n:10](cc1)cc(Br)c1N,7.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(Cc1ccccc1)C(N)=S,7.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[O-:10]B(c(cc1)ccc1[N+]([O-])=O)O,7.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
[NH2:10]C(/C(\N)=N/O)c1ccccc1,7.15,"Sander, T.; Freyss, J.; von Korff, M.; Rufener, C. J. Chem. Inf. Model. 2015, 55, 460 - 473."
